Resource,Derating_Factor_1,Derating_Factor_2,Derating_Factor_3,Derating_Factor_4,Derating_Factor_5,Derating_Factor_6,Derating_Factor_7
GS2baer_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2baer_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2baer_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2delingha_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2delingha_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2delingha_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2dongxitai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2dongxitai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2dongxitai_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
HAB2tegaoya_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HAB2tegaoya_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
YN2lugao_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
YN2lugao_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
YN2lugao_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2gaozhao_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2gaozhao_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2gaozhao_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2xingan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2xingan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
GZ2xingan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
MX2zhejiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2zhejiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2zhejiang_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2henan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2henan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2henan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hunan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hunan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2hunan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
JL2hebei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL2hebei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL2hebei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL2shandong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
JL2shandong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
JL2shandong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2jjt_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2jjt_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2jjt_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2hebei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2hebei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2hebei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2shandong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2shandong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2shandong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
SAX2shanghai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2shanghai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2shanghai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2zhejiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2zhejiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2zhejiang_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2hunan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2hunan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2hunan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2jiangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2jiangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2jiangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2hebei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS2hebei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS2hebei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS2jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2henan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2henan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2henan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2jiangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2jiangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2jiangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2chongqing_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
GS2chongqing_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
GS2chongqing_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2anhui_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2anhui_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2anhui_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
QH2hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2hunan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2hunan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2hunan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2jiangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2jiangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2jiangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
QH2sichuan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2sichuan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2sichuan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2chongqing_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2chongqing_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2chongqing_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
NX2shanghai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2shanghai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2shanghai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2anhui_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2anhui_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2anhui_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2jiangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2jiangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2jiangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2guizhou_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
XJ2guizhou_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
XJ2guizhou_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
MD2beijing_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2beijing_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2beijing_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2hebei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2hebei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2hebei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2shandong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MD2shandong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MD2shandong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MD2henan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2henan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2henan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MD2anhui_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2anhui_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2anhui_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2shanghai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2shanghai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2shanghai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2zhejiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2zhejiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MD2zhejiang_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
beijing_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_dpv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_dpv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_dpv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_dpv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_dpv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_dpv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_dpv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_dpv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_dpv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_dpv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_dpv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_dpv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_dpv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_dpv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
chongqing_dpv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
sichuan_dpv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_dpv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangdong_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_dpv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
beijing_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_upv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_upv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_upv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_upv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
chongqing_upv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
sichuan_upv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_upv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_upv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_upv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_upv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_upv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_upv_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangdong_upv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_upv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_upv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_upv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_upv_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
HAB2tegaoya_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MD2huliao_upv_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
XJ2jiquan_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
NX2lingshao_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
NX2ningdong_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
GS2qishao_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2tianzhong_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
MX2xitai_upv_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2zhaoyi_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
SAX2shanwu_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
QH2qingyu_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
NX2zhongheng_upv_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2kunyu_upv_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
GS2longdong_upv_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_onshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_onshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_onshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
chongqing_onshorewind_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
sichuan_onshorewind_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_onshorewind_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangdong_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_onshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
HAB2tegaoya_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MD2huliao_onshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
XJ2jiquan_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
NX2lingshao_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
NX2ningdong_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
GS2qishao_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2tianzhong_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
MX2xitai_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
SX2yanhuai_onshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2zhaoyi_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
SAX2shanwu_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
QH2qingyu_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
NX2zhongheng_onshorewind_existing,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2kunyu_onshorewind_existing,0.0,0.0,0.0,0.0,0.1,0.0,0.0
GS2longdong_onshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_offshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_offshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_offshorewind_existing,0.1,0.0,0.0,0.0,0.0,0.0,0.0
liaoning_offshorewind_existing,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_offshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_offshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_offshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_offshorewind_existing,0.0,0.0,0.1,0.0,0.0,0.0,0.0
guangdong_offshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_offshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_offshorewind_existing,0.0,0.0,0.0,0.0,0.0,0.0,0.1
beijing_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
